"text","id.x","id.y"
"sasquatch books",2988,2899
"saturday evening post society inc",2989,2900
"saunders",2990,2901
"saunders elsevier",2991,2902
"savas beatie",2992,2903
"saxon pub",2993,2904
"sbl press",2994,2905
"scarecrow press",2995,2906
"scarecrow press inc",2996,2907
"scarescrow press inc",2997,2908
"scene by scene",2998,2909
"sceptre",2999,2910
"schiffer",3000,2911
"schiffer pub",3001,NA
"schiffer pub;;schiffer publishing",NA,2912
"schiffer publishing",3002,NA
"schiffer publishing ltd",3003,2913
"schirmer books",3004,2914
"schmul pub co",3005,2915
"schocken books",3006,2916
"scholarly editions",3007,NA
"scholarly editions;;scholarlyeditions",NA,2917
"scholarly media",3008,2918
"scholarly press",3009,2919
"scholarlyeditions",3010,NA
"scholastic",3011,2920
"scholastic book services",3012,2921
"scholastic canada",3013,2922
"scholastic canada ltd",3014,2923
"scholastic children's books",3015,2924
"scholastic inc",3016,2925
"scholastic ltd",3017,2926
"scholastic press",3018,2927
"scholastic reference",3019,2928
"scholastic signature",3020,2929
"scholastic teaching resources",3021,2930
"school of american research press",3022,2931
"school of education university of durham",3023,2932
"school specialty inc",3024,2933
"schwartz and wade books",3025,2934
"science and behavior books",3026,2935
"scm press",3027,2936
"scott publications",3028,2937
"scottish academic press",3029,2938
"scottish record society",3030,2939
"scribe",3031,2940
"scribe's closet publications",3032,2941
"scribner",3033,2942
"scribners",3034,2943
"sea to sea publications",3035,2944
"seaforth",3036,2945
"seaforth publishing",3037,2946
"seagull books",3038,2947
"seal press",3039,2948
"search press",3040,2949
"seastone",3041,2950
"secker and warburg",3042,2951
"second chance press",3043,2952
"secret acres",3044,2953
"select editions",3045,2954
"self counsel press",3046,2955
"self programmed control press",3047,2956
"selfless self press",3048,2957
"seminary press",3049,2958
"sense publishers",3050,2959
"serindia",3051,2960
"serpent's tail",3052,2961
"serpentine galleries",3053,2962
"settlement house",3054,2963
"seven seas entertainment",3055,2964
"seven seas entertainment llc",3056,2965
"severn house",3057,2966
"severn house large print",3058,2967
"severn house publishers ltd",3059,2968
"sfk press",3060,2969
"shaar press",3061,2970
"shadow mountain",3062,2971
"shambhala",3063,2972
"shannon trust",3064,2973
"she writes press",3065,2974
"shearsman books",3066,2975
"sheba blake publishing",3067,2976
"sheed and ward",3068,2977
"shell education",3069,2978
"shiloh run press",3070,2979
"shiloh run studios",3071,2980
"shooting star press",3072,2981
"shopsmith",3073,2982
"sigel press",3074,2983
"sigma theta tau international",3075,2984
"signet",3076,2985
"signet new american library",3077,2986
"silhouette",3078,2987
"silhouette books",3079,2988
"silphium books",3080,2989
"silver burdett ginn",3081,2990
"silver burdett press",3082,2991
"silver dolphin books",3083,2992
"silver dynasty publications",3084,2993
"silver lining psychology",3085,2994
"silver sprocket",3086,2995
"silvercat publications",3087,2996
"simon and schuster",3088,2997
"simon and schuster books for young readers",3089,2998
"simon and schuster children's pub",3090,2999
"simon and schuster inc",3091,3000
"simon and schuster paperbacks",3092,3001
"simon and schuster's children's publishing division",3093,3002
"simon pulse",3094,3003
"simon spotlight",3095,3004
"simon spotlight nickelodeon",3096,3005
"simon451",3097,3006
"simply charlotte mason",3098,3007
"sinauer associates",3099,3008
"singing dragon",3100,3009
"sirs",3101,3010
"skira rizzoli",3102,3011
"sky carrier press",3103,3012
"sky pony press",3104,3013
"sky's the limit observatory and nature center",3105,3014
"skyhorse publishing",3106,3015
"skyspark books",3107,3016
"slack",3108,3017
"slack inc",3109,NA
"slack inc;;slack incorporated",NA,3018
"slack incorporated",3110,NA
"sleeping bear press",3111,3019
"sleuth puffin",3112,3020
"sleuth speak",3113,3021
"smart apple media",3114,3022
"smashwords edition",3115,3023
"smithmark",3116,3024
"smithsonian books",3117,3025
"smithsonian national museum of the american indian",3118,3026
"smoking gun publishing llc",3119,3027
"smol stei shu ns pres",3120,3028
"snap",3121,3029
"snow lion publications",3122,3030
"soaring penguin press",3123,3031
"society for industrial and applied mathematics",3124,3032
"society for mining metallurgy and exploration",3125,3033
"society of automotive engineers",3126,3034
"society of economic geologists",3127,3035
"soho crime",3128,3036
"soho press",3129,3037
"soil science society of america",3130,3038
"soil science society of america inc",3131,3039
"solaris",3132,3040
"solution tree press",3133,3041
"sonoma press",3134,3042
"sourcebooks inc",3135,3043
"sourcebooks jabberwocky",3136,3044
"sourcebooks landmark",3137,3045
"south end press",3138,3046
"south western",3139,3047
"south western cengage learning",3140,3048
"southern historical press",3141,3049
"southern illinois university press",3142,3050
"southwater",3143,3051
"souvenir press",3144,3052
"spanierman drawings",3145,3053
"spark publishing",3146,3054
"sparkpress",3147,3055
"speak",3148,3056
"speaking volumes llc",3149,3057
"special libraries association",3150,3058
"spectra random house inc",3151,3059
"speedy publishing",3152,3060
"spencer books",3153,3061
"sphere",3154,3062
"sphere books",3155,3063
"spiderbaby graphics",3156,3064
"spie",3157,3065
"spie press",3158,3066
"spie the international society for optical engineering",3159,3067
"spire",3160,3068
"splinter",3161,3069
"spon press",3162,3070
"sports publishing",3163,3071
"spotlight",3164,3072
"spotlight publications",3165,3073
"springer",3166,3074
"springer berlin heidelberg",3167,3075
"springer pub company",3168,NA
"springer pub company;;springer publishing company",NA,3076
"springer publishing company",3169,NA
"springer publishing company llc",3170,3077
"springer science business media",3171,3078
"springer verlag",3172,3079
"square fish",3173,3080
"square fish farrar straus giroux",3174,3081
"square fish roaring brook press",3175,3082
"square peg",3176,3083
"ssi logic publishing",3177,3084
"st augustine's press",3178,3085
"st james press",3179,3086
"st martin's",3180,3087
"st martin's griffin",3181,3088
"st martin's minotaur",3182,3089
"st martin's paperbacks",3183,3090
"st martin's press",3184,3091
"st martins paperbacks",3185,3092
"st vladimir's seminary press",3186,3093
"stackpole books",3187,3094
"staircase",3188,3095
"stan moore",3189,3096
"standard educational corp",3190,3097
"stanford law books",3191,3098
"stanford university press",3192,3099
"stanford university press in collaboration with iqbal academy pakistan",3193,3100
"stanley thornes publishers",3194,3101
"star bright books",3195,3102
"star publishing",3196,3103
"starbooks",3197,3104
"stargazer books",3198,3105
"starrene rhett rocque",3199,3106
"starscape",3200,3107
"start publishing llc",3201,3108
"state archives of north carolina",3202,3109
"state university of new york press",3203,3110
"steck vaughn",3204,3111
"stein and day",3205,3112
"stella brooks",3206,3113
"stenhouse publishers",3207,3114
"stephen f austin state university press",3208,3115
"steppingstones press",3209,3116
"sterling",3210,3117
"sterling and ross",3211,3118
"sterling children's books",3212,3119
"sterling libs fcca",3213,3120
"sterling pub",3214,NA
"sterling pub co",3215,NA
"sterling pub co;;sterling publishing co",NA,3122
"sterling pub;;sterling publishing",NA,3121
"sterling publishing",3216,NA
"sterling publishing co",3217,NA
"sterling publishing co inc",3218,3123
"stevens",3219,3124
"stevens and sons",3220,3125
"stone arch books",3221,3126
"stone bridge press",3222,3127
"stone wall press",3223,3128
"storey pub",3224,3129
"strategic book publishing and rights co",3225,3130
"strategy perspective",3226,3131
"stripes",3227,3132
"strong hold publishing",3228,3133
"stuart luijerink",3229,3134
"studio fun international inc",3230,3135
"studio museum in harlem",3231,3136
"such a girl press heartsounds press",3232,3137
"sudaquia editores",3233,3138
"sudz publishing",3234,3139
"summer game books",3235,3140
"summer institute of linguistics",3236,3141
"summersdale",3237,3142
"summersdale publishers ltd",3238,3143
"summertown publishing",3239,3144
"summit university press espan ol",3240,3145
"sun bulb co",3241,3146
"sunbury press",3242,3147
"sunday school union",3243,3148
"sunny press",3244,3149
"sunsoft press",3245,3150
"suny press",3246,3151
"super sandcastle",3247,3152
"sure fire publications llc",3248,3153
"sussex academic press",3249,3154
"suzanne brockmann books",3250,3155
"swallow",3251,3156
"sweet and maxwell",3252,3157
"sweet and maxwell thomson reuters",3253,3158
"sweet water press",3254,3159
"sweetwater books",3255,3160
"swimming kangaroo books",3256,3161
"sword of the lord publishers",3257,3162
"sybex wiley",3258,3163
"symmetry press llc",3259,3164
"syneca research group inc",3260,3165
"synergetic press",3261,3166
"syngress",3262,3167
"syrawood publishing house",3263,3168
"systems solutions press",3264,3169
"t and t clark",3265,3170
"t and t clark international",3266,3171
"t doherty associates",3267,NA
"t doherty associates;;tom doherty associates",NA,3172
"t nelson",3268,NA
"t nelson;;tommy nelson",NA,3173
"t schott",3269,3174
"t y crowell",3270,3175
"taller del e xito",3271,3176
"talos press",3272,3177
"tamesis",3273,3178
"tan books",3274,3179
"tandem",3275,3180
"taplinger pub co",3276,NA
"taplinger pub co;;taplinger publishing company",NA,3181
"taplinger publishing company",3277,NA
"tappi press",3278,3182
"tarcherperigee",3279,3183
"tarkus press",3280,3184
"taste of home books",3281,3185
"tate publishing",3282,3186
"tate publishing and enterprises",3283,3187
"tate publishing and enterprises llc",3284,3188
"taylor and francis",3285,3189
"taylor and francis group",3286,3190
"taylor and francis group an informa business",3287,3191
"taylor trade",3288,3192
"teach yourself",3289,3193
"teacher created materials",3290,3194
"teacher created resources",3291,3195
"teachers college columbia university",3292,3196
"teachers college press",3293,3197
"teachers college press teachers college",3294,3198
"teachers college press teachers college columbia university",3295,3199
"teaching inc",3296,3200
"technical innovation center",3297,3201
"technomic pub",3298,3202
"technomic publishing co inc",3299,3203
"tecla",3300,3204
"telos",3301,3205
"templar books",3302,3206
"temple university press",3303,3207
"ten speed press",3304,3208
"tenascent publishing",3305,3209
"tenessee alumnus",3306,3210
"teneues",3307,3211
"teneues publishing company",3308,3212
"texas a and m university press",3309,3213
"texas instruments",3310,3214
"textbook media press",3311,3215
"thames and hudson",3312,3216
"thames and hudson inc",3313,3217
"thanet house publishing",3314,3218
"theatre arts books routledge",3315,3219
"theatre communications group",3316,3220
"themis bar review llc",3317,3221
"theory time",3318,3222
"theosophical pub house",3319,3223
"thinking kids",3320,3224
"thistle publishing",3321,3225
"thomas and mercer",3322,3226
"thomas dunne books",3323,3227
"thomas dunne books st martin's press",3324,3228
"thomas jacob publishing",3325,3229
"thomas nelson and sons",3326,3230
"thomas nelson inc",3327,3231
"thomas telford",3328,3232
"thompson west group",3329,3233
"thomson",3330,3234
"thomson heinle",3331,3235
"thomson reuters sweet and maxwell",3332,3236
"thomson south western",3333,3237
"thomson wadsworth",3334,3238
"thomson west",3335,3239
"thorncraft publishing",3336,3240
"thorndike",3337,3241
"thorndike press",3338,3242
"thorndike press large print",3339,3243
"thorpe",3340,3244
"thorpe charnwood",3341,3245
"thorsons",3342,3246
"thought junction publishing",3343,3247
"three rivers press",3344,3248
"thunder's mouth press",3345,3249
"ticktock",3346,3250
"tiger tales",3347,3251
"tim haigh publishing",3348,3252
"timberline press",3349,3253
"time books",3350,3254
"time home entertainment inc",3351,3255
"time inc books",3352,3256
"time life books",3353,3257
"times and reformer pub house",3354,3258
"times books",3355,3259
"times books henry holt and company",3356,3260
"timothy taylor",3357,3261
"tindal street",3358,3262
"titan books",3359,3263
"toadlily press",3360,3264
"toby press llc",3361,3265
"toes in the water publishing llc",3362,3266
"tokyopop",3363,3267
"tom cow productions",3364,3268
"tom doherty associates",3365,NA
"tom donovan editions",3366,3269
"tommy nelson",3367,NA
"top dawg studios",3368,3270
"top shelf",3369,3271
"top shelf productions",3370,3272
"tor",3371,3273
"tor books",3372,3274
"tor com",3373,3275
"tor fantasy",3374,3276
"tor fantasy a tom doherty associates book",3375,3277
"tor teen a tom doherty associates book",3376,3278
"tora aura productions",3377,3279
"touchstone",3378,3280
"touchstone simon and schuster",3379,3281
"touchstones press",3380,3282
"touro college press",3381,3283
"tradewind books",3382,3284
"trafalgar square",3383,3285
"trafford pub",3384,NA
"trafford pub;;trafford publishing",NA,3286
"trafford publishing",3385,NA
"train to be clutch",3386,3287
"trans tech publications",3387,3288
"trans tech publications ltd",3388,3289
"transaction",3389,3290
"transaction publishers",3390,3291
"transcribed by seedlings braille books for children",3391,3292
"transportation research board",3392,3293
"trapeze",3393,3294
"treasure press",3394,3295
"tremani publishing",3395,3296
"trial guides",3396,3297
"triumph books",3397,3298
"triumph learning",3398,3299
"troll associates",3399,3300
"troll bridgewater paperback",3400,3301
"tru bner",3401,3302
"trumpet club",3402,3303
"trumpet club inc",3403,3304
"tsr",3404,3305
"tsr inc",3405,3306
"tudor pub co",3406,3307
"tughra",3407,3308
"tundra books",3408,3309
"turner publishing company",3409,3310
"turning stone press",3410,3311
"turningpointpress",3411,3312
"turtleback books",3412,3313
"tuskegee airmen los angeles chapter",3413,3314
"tuttle",3414,3315
"tuttle publishing",3415,3316
"twayne publishers",3416,3317
"twenty third publications",3417,3318
"twin lights publishers",3418,3319
"twin sisters productions",3419,3320
"twisted ink publishing",3420,3321
"two continents publishing group",3421,3322
"two dollar radio",3422,3323
"two hoots",3423,3324
"two lines press",3424,3325
"two lions",3425,3326
"tyndale house",3426,3327
"tyndale house publishers",3427,3328
"tyndale house publishers inc",3428,3329
"tyrus books",3429,3330
"u m i research press",3430,3331
"u s department of transportation national highway traffic safety administration",3431,NA
"u s department of transportation national highway traffic safety administration;;u s dept of transportation national highway traffic safety administration",NA,3332
"u s dept of health and human services public health service alcohol drug abuse and mental health administration national institute of mental health",3432,3333
"u s dept of transportation national highway traffic safety administration",3433,NA
"u s govt accountability office",3434,3334
"uitgeverij peeters",3435,3335
"ullstein",3436,3336
"ulverscroft",3437,3337
"ulysses press",3438,3338
"umi",3439,3339
"umi dissertation services",3440,3340
"umi microform",3441,3341
"umi proquest",3442,3342
"unam",3443,3343
"unhooked books",3444,3344
"uniform press",3445,3345
"united nations",3446,3346
"united nations division on the advancement of women",3447,3347
"united nations publications",3448,3348
"united press ltd",3449,3349
"united states book co",3450,3350
"united tribes media inc",3451,3351
"unity press",3452,3352
"universe pub",3453,3353
"universidad auto noma de baja california",3454,3354
"universidad del rosario",3455,3355
"university",3456,3356
"university alabama press",3457,3357
"university of alabama press",3458,3358
"university of arkansas press",3459,3359
"university of califorina press",3460,3360
"university of california irvine",3461,3361
"university of california press",3462,3362
"university of california riverside",3463,3363
"university of california santa barbara",3464,3364
"university of chicago press",3465,3365
"university of colorado art museum",3466,3366
"university of delaware press",3467,3367
"university of georgia press",3468,3368
"university of gorgia press",3469,3369
"university of illinois press",3470,3370
"university of iowa museum of art",3471,3371
"university of massachusetts press",3472,3372
"university of michigan center for japanese studies",3473,3373
"university of michigan press",3474,3374
"university of minnesota press",3475,3375
"university of nebraska press",3476,3376
"university of nevada press",3477,3377
"university of new hampshire press",3478,3378
"university of new mexico press",3479,3379
"university of north carolina press",3480,3380
"university of north carolina press department of romance languages",3481,3381
"university of notre dame press",3482,3382
"university of oklahoma press",3483,3383
"university of pennsylvania press",3484,3384
"university of pittsburgh press",3485,3385
"university of rochester press",3486,3386
"university of south carolina press",3487,3387
"university of texas press",3488,3388
"university of toronto press",3489,3389
"university of virginia press",3490,3390
"university of wales press",3491,3391
"university of washington press",3492,3392
"university of wisconsin press",3493,3393
"university park press",3494,3394
"university press of america",3495,3395
"university press of colorado",3496,3396
"university press of florida",3497,3397
"university press of kansas",3498,3398
"university press of kentucky",3499,3399
"university press of mississippi",3500,3400
"unrivaled books",3501,3401
"unwin paperbacks",3502,3402
"upa academic editions",3503,3403
"updated ed warwick",3504,3404
"urban books",3505,3405
"urban books llc",3506,3406
"urban epics",3507,3407
"urban institute",3508,3408
"urban institute press",3509,3409
"urban ministries inc",3510,3410
"urbane publications",3511,3411
"usborne",3512,3412
"usborne pub",3513,3413
"usborne publishing ltd",3514,3414
"usc fisher museum of art",3515,3415
"utah geographic series inc",3516,3416
"utah state university press",3517,3417
"v gollancz",3518,3418
"va n m i",3519,3419
"va n nghe",3520,3420
"vacation work",3521,3421
"valiant",3522,3422
"van nostrand reinhold",3523,3423
"van nostrand reinhold co",3524,3424
"vandenhoeck and ruprecht",3525,3425
"vandeplas publishing",3526,3426
"vanguard press",3527,3427
"vantage press",3528,3428
"vch publ",3529,3429
"vedanta press",3530,3430
"veloce",3531,3431
"veritas publications",3532,3432
"verlag der buchhandlung walther ko nig",3533,3433
"vernon press",3534,3434
"veronica lane books",3535,3435
"veronica maude bates",3536,3436
"versita versita limited",3537,3437
"verso",3538,3438
"verso books",3539,3439
"vertical comics",3540,3440
"vertical inc",3541,3441
"vertigo is a trademark of dc comics",3542,3442
"vgm career books",3543,3443
"vgsf",3544,3444
"victor books",3545,3445
"victor gollancz ltd",3546,3446
"viking",3547,3447
"viking penguin",3548,3448
"viking penguin a member of penguin group usa llc",3549,3449
"viking press",3550,3450
"villard books",3551,3451
"villien publishing",3552,3452
"vintage",3553,3453
"vintage books",3554,3454
"vintage books knopf doubleday publishing group",3555,3455
"vintage crime black lizard",3556,3456
"violet angel",3557,3457
"viper comics",3558,3458
"virago",3559,3459
"virago press",3560,3460
"vireo book",3561,3461
"virgin books",3562,3462
"virginia museum of contemporary art",3563,3463
"visible ink press",3564,3464
"vision",3565,3465
"vision forum inc",3566,3466
"vista higher learning",3567,3467
"vital resources",3568,3468
"viz",3569,3469
"viz communications",3570,3470
"viz llc",3571,3471
"viz media",3572,3472
"viz media llc",3573,3473
"vmware press",3574,3474
"voltaire foundation",3575,3475
"voyager books harcourt",3576,3476
"w b eerdmans pub co",3577,NA
"w b eerdmans pub co;;william b eerdmans publishing company",NA,3477
"w b saunders co",3578,3478
"w blackwood and sons",3579,3479
"w briggs",3580,3480
"w de gruyter",3581,NA
"w de gruyter;;walter de gruyter",NA,3481
"w h allen",3582,3482
"w h freeman and company",3583,3483
"w heinemann",3584,NA
"w heinemann;;wililam heinemann;;william heinemann",NA,3484
"w m hawley",3585,3485
"w morrow",3586,NA
"w morrow;;william morrow",NA,3486
"w publishing",3587,3487
"w scott",3588,3488
"w w norton",3589,3489
"w w norton and co",3590,NA
"w w norton and co;;w w norton and company",NA,3490
"w w norton and company",3591,NA
"w w norton and company inc",3592,3491
"w wilson center press",3593,3492
"wac clearinghouse",3594,3493
"wadsworth",3595,3494
"wadsworth cengage learning",3596,3495
"wakefield press",3597,3496
"walker",3598,3497
"walker and co",3599,3498
"walker books",3600,3499
"walker books ltd",3601,3500
"walker large print",3602,3501
"wallbuilder press",3603,3502
"wallflower press",3604,3503
"walnut springs press",3605,3504
"walter de gruyter",3606,NA
"walter de gruyter gmbh",3607,3505
"walter foster jr",3608,3506
"walter foster pub",3609,3507
"wanderer books",3610,3508
"ward lock",3611,3509
"warland books",3612,3510
"warner",3613,3511
"warner books",3614,3512
"warner faith",3615,3513
"warren publishing inc",3616,3514
"warrensburgh historical society",3617,3515
"warwick press",3618,3516
"washington square press",3619,3517
"water environment research foundation",3620,3518
"water resources",3621,3519
"waterbrook press",3622,3520
"waterfront publications",3623,3521
"waterhouse press",3624,3522
"watermill",3625,3523
"watson guptill",3626,3524
"watson guptill publication",3627,3525
"watson guptill publications",3628,3526
"waveland press",3629,3527
"waveland press inc",3630,3528
"wayland",3631,3529
"wayne state university press",3632,3530
"webster division mcgraw hill",3633,3531
"weidenfeld and nicolson",3634,3532
"weldon owen",3635,3533
"weldonowen publishing",3636,3534
"well bred book",3637,3535
"wellness connection",3638,3536
"wellness institute",3639,3537
"wesleyan university press",3640,3538
"west",3641,3539
"west academic publishing",3642,3540
"west virginia university press",3643,3541
"western",3644,3542
"western psychological services",3645,3543
"western pub co",3646,3544
"western shugden society",3647,3545
"westminster john knox press",3648,3546
"westminster press",3649,3547
"weston woods",3650,3548
"westphalia press",3651,3549
"westview press",3652,3550
"westview press a member of the perseus books group",3653,3551
"wexner center for the arts",3654,3552
"wheeler",3655,3553
"wheeler pub",3656,NA
"wheeler pub;;wheeler publishing",NA,3554
"wheeler publishing",3657,NA
"whispering horse press",3658,3555
"white columns",3659,3556
"white lion pub",3660,3557
"white mule press",3661,3558
"white owl",3662,3559
"whitechapel gallery",3663,3560
"whitefire publishing",3664,3561
"wild goose publishing",3665,3562
"wilder publications lcc",3666,3563
"wildside press",3667,3564
"wildwood house",3668,3565
"wiley",3669,3566
"wiley and putnam",3670,3567
"wiley and sons",3671,3568
"wiley blackwell",3672,3569
"wiley bloomberg press",3673,3570
"wiley ieee press",3674,3571
"wiley interscience",3675,3572
"wiley pub inc",3676,NA
"wiley pub inc;;wiley publishing inc",NA,3573
"wiley publishing inc",3677,NA
"wileys",3678,3574
"wilhelm fink verlag",3679,3575
"wililam heinemann",3680,NA
"willford press",3681,3576
"william andrew",3682,3577
"william b eerdmans publishing company",3683,NA
"william collins",3684,3578
"william h sadlier inc",3685,3579
"william heinemann",3686,NA
"william heinemann medical books",3687,3580
"william morrow",3688,NA
"william morrow publishers",3689,3581
"williams and wilkins",3690,3582
"williams and wilkins electronic",3691,3583
"willow bend books",3692,3584
"willowkill press",3693,3585
"wilton enterprises",3694,3586
"wind over wings press",3695,3587
"windgather press",3696,3588
"windmill",3697,3589
"windmill books",3698,3590
"windsor",3699,3591
"windsor paragon",3700,3592
"windsor publishing corp",3701,3593
"wings books",3702,3594
"winter press",3703,3595
"wipf and stock",3704,3596
"wipf and stock publishers",3705,3597
"wisdom paws",3706,3598
"wisdom publications",3707,3599
"wise ink",3708,3600
"witness impulse",3709,3601
"wnd books",3710,3602
"wolfhound press",3711,3603
"wolters kluwer",3712,3604
"wolters kluwer cch incorporated",3713,3605
"wolters kluwer health",3714,3606
"women's health advisory service",3715,3607
"women's press",3716,3608
"wooden shore l l c",3717,3609
"woodfield publishing",3718,3610
"woodhead pub",3719,NA
"woodhead pub;;woodhead publishing",NA,3611
"woodhead publishing",3720,NA
"woodlands press",3721,3612
"word press",3722,3613
"word pub",3723,3614
"word works",3724,3615
"wordfire press",3725,3616
"wordsworth editions",3726,3617
"world bank",3727,3618
"world bank group",3728,3619
"world bank publications",3729,3620
"world book",3730,3621
"world book inc",3731,3622
"world literary press",3732,3623
"world patrick white intellectual heritage australia",3733,3624
"world scientific",3734,3625
"world scientific publishing",3735,3626
"world scientific publishing co",3736,3627
"world scientific publishing co pte ltd",3737,3628
"world trade press",3738,3629
"world's work",3739,3630
"worldtech editions",3740,3631
"worldtrek pub",3741,3632
"worldwide",3742,3633
"worth publishers",3743,3634
"wright group",3744,3635
"write bloody publishing america's independent press",3745,3636
"write wing publishing",3746,3637
"wrox",3747,3638
"wrox press",3748,3639
"www catree com",3749,3640
"xlibris",3750,3641
"xlibris corporation",3751,3642
"xlibris llc",3752,3643
"xulon press",3753,3644
"yah yah publications",3754,3645
"yale nota bene",3755,3646
"yale university press",3756,3647
"yale university southeast asia studies",3757,3648
"yawna",3758,3649
"ye galleon press",3759,3650
"year book medical publishers",3760,3651
"yearling",3761,3652
"yellow jacket",3762,3653
"yellow kite",3763,3654
"yen on",3764,3655
"yen press",3765,3656
"yen press llc",3766,3657
"yorkville press",3767,3658
"yosemite conservancy",3768,3659
"young shakespeare players",3769,3660
"youthplays",3770,3661
"z publishing llc",3771,3662
"zaffre",3772,3663
"zaffre publishing",3773,3664
"zebra books",3774,3665
"zebra books kensington books",3775,3666
"zebra books kensington publishing corp",3776,3667
"zed books",3777,3668
"zed books ltd",3778,3669
"zelda wilde publishing",3779,3670
"zenith press",3780,3671
"zero books",3781,3672
"zero to ten unlimited",3782,3673
"zeus publications",3783,3674
"zkm center for art and media",3784,3675
"zonderan pub house",3785,3676
"zonderkidz",3786,3677
"zondervan",3787,3678
"zondervan books",3788,3679
"zondervan pub house",3789,NA
